Title,Artist,Series,Volume,Online Videos,Labels,Catalog Number,Country,Release Year,Original Release Year,Tracks,Versions,Genres,Styles,Composers,Orchestras,Conductors,Performers,Writers,Production Companies,Producers,Description,Edition,Media,Format,Content Type,Length,Vinyl Size,Vinyl Speed,List Price,Language,Packaging,Number Of Volumes,UPC-EAN13,Favorites,Rating,Physical Location,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Cover Condition,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,discogs Release ID,Category,Wish List,Uploaded Image URL,Activities
Lost Stars,Adam Levine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 21:03:52.678661942,,,,,,,,,0,,
Love In The Future,John Legend,,,,,,,2016,,"[{""title"":""A1. Love In The Future (Intro)"",""duration"":40},{""title"":""A2. The Beginning..."",""duration"":207},{""title"":""A3. Open Your Eyes"",""duration"":186},{""title"":""A4. Made To Love"",""duration"":239},{""title"":""A5. Who Do We Think We Are"",""duration"":294},{""title"":""B1. All Of Me"",""duration"":269},{""title"":""B2. Hold On Longer"",""duration"":158},{""title"":""B3. Save The Night"",""duration"":189},{""title"":""B4. Tomorrow"",""duration"":212},{""title"":""B5. What If I Told You? (Interlude)"",""duration"":50},{""title"":""B6. Dreams"",""duration"":158},{""title"":""B7. Wanna Be Loved"",""duration"":186},{""title"":""C1. Angel (Interlude)"",""duration"":84},{""title"":""C2. You & I (Nobody In The World)"",""duration"":252},{""title"":""C3. Asylum"",""duration"":197},{""title"":""C4. Caught Up"",""duration"":225},{""title"":""C5. Dancing In The Dark (Live)"",""duration"":296},{""title"":""D1. Bridge Over Troubled Water (Live)"",""duration"":310},{""title"":""D2. Ordinary People (Live)"",""duration"":335},{""title"":""D3. All Of Me (Live)"",""duration"":300},{""title"":""D4. All Of Me (Tiesto's Birthday Treatment Remix [Radio Edit])"",""duration"":251}]",,"Hip Hop,Funk / Soul",,,,,,,,,,,,,专辑,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:32:38.257637023,,,,,,,8654769,爱情,0,https://img.discogs.com/zNSk-O_89mcUEW2mhVHkeJslVn8=/fit-in/600x599/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-8654769-1467512721-4942.jpeg.jpg,
Love Me Like You Do,Ellie Goulding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:51:10.148622035,,,,,,,,爱情,0,,
Marry You,Bruno Mars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:30:26.912863016,,,,,,,,爱情,0,,
ME!,Taylor Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/13 00:53:49.409801006,,,,,,,,,0,,
Need You Now,Lady Antebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:27:05.868842959,,,,,,,,爱情,0,,
Not Afraid,Eminem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:14:36.821969985,,,,,,,,,0,,
Over You,Daughtry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:47:31.029999971,,,,,,,,爱情,0,,
Panama,Matteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:46:07.805546045,,,,,,,,,0,,
PLANET,ラムジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/13 00:54:19.538210988,,,,,,,,,0,,
Rule The World,Take That,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:16:57.835085034,,,,,,,,,0,,
Shape of My Heart,Sting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/13 02:09:27.043552041,,,,,,,,,0,,
Sound of Silence,Paul Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:13:07.453385949,,,,,,,,,0,,
Summer Forever,Megan Nicole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/13 00:55:01.955382943,,,,,,,,,0,,
Summertime Sadness,Lana Del Ray,,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,nocode20150725233036096,0,0.000000,,,,,,0,1,,,,2020/01/12 19:22:40.000000000,,,,,,,,,0,https://upload.wikimedia.org/wikipedia/en/2/22/SummertimeSadnessOfficial.png,
Summertrain,Greyson Chance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 19:51:13.531764984,,,,,,,,,0,https://y.gtimg.cn/music/photo_new/T002R300x300M000003iFCqj1rZ76E.jpg?max_age=2592000,
Super Star,S.H.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:36:49.428678035,,,,,,,,,0,,
That Girl,Olly Murs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/13 00:55:34.424630999,,,,,,,,,0,,
The Best Of ABBA,ABBA,,,"[{""title"":""ABBA   Greatest Hits"",""youtubeID"":""2UO1M3H2kYk""},{""title"":""ABBA - So Long"",""youtubeID"":""lIueevl71cA""}]",,,,1976,,"[{""title"":""1. Fernando"",""duration"":0},{""title"":""2. Waterloo"",""duration"":0},{""title"":""3. Ring Ring"",""duration"":0},{""title"":""4. Honey, Honey"",""duration"":0},{""title"":""5. Mamma Mia"",""duration"":0},{""title"":""6. People Need Love"",""duration"":0},{""title"":""7. Nina, Pretty Ballerina"",""duration"":0},{""title"":""8. I Do, I Do, I Do, I Do, I Do"",""duration"":0},{""title"":""9. SOS"",""duration"":0},{""title"":""10. Dance (While The Music Still Goes On)"",""duration"":0},{""title"":""11. Bang-A-Boomerang"",""duration"":0},{""title"":""12. Hasta Mañana"",""duration"":0},{""title"":""13. So Long"",""duration"":0}]",,Pop,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2017/08/06 18:14:38.145600974,,,,,,,686828,,0,,
The Doors,The Doors,,,"[{""title"":""The Doors - Break On Through (To the Other Side)"",""youtubeID"":""CbiPDSxFgd8""},{""title"":""The Doors - Break on Through (To the Other Side)"",""youtubeID"":""cJQwnAhXnBk""},{""title"":""The Doors - Light My Fire (Live In Europe 1968)"",""youtubeID"":""6O6x_m4zvFs""}]",,,,1999,,"[{""title"":""1. Break On Through (To The Other Side)"",""duration"":145},{""title"":""2. Soul Kitchen"",""duration"":210},{""title"":""3. The Crystal Ship"",""duration"":150},{""title"":""4. Twentieth Century Fox"",""duration"":150},{""title"":""5. Alabama Song (Whisky Bar)"",""duration"":195},{""title"":""6. Light My Fire"",""duration"":410},{""title"":""7. Back Door Man"",""duration"":210},{""title"":""8. I Looked At You"",""duration"":138},{""title"":""9. End Of The Night"",""duration"":169},{""title"":""10. Take It As It Comes"",""duration"":133},{""title"":""11. The End"",""duration"":695}]",,Rock,,,,,"Drums - John Densmore,Guitar - Robby Krieger,Keyboards - Ray Manzarek,Vocals - Jim Morrison",,,,,,黑胶,,专辑,,,,,,,,,1,0.000000,,,,,,0,,,,,,,,,,,,380655,,0,,
The Elements Song（元素周期表之歌）,cruelsoul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 23:05:32.700301051,,,,,,哈佛大学数学教授 Tom Lehrer 创作的歌曲,,,0,,
The Phoenix,Fall Out Boy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:43:32.736510992,,,,,,,,,0,,
This Is What You Came For,"Calvin Harris,Rihanna",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:28:00.523471951,,,,,,,,爱情,0,,
Through The Fires And Flames,Dragonforce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:17:39.592975020,,,,,,,,,0,,
Titannium（feat.Sia）,David Guetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:52:00.401062011,,,,,,,,,0,,
Try,Colbie Caillat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:43:56.447198033,,,,,,,,,0,,
Try Everything,Shakira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 21:04:21.089903950,,,,,,,,,0,,
Viva La Vida,Coldplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:44:22.623916029,,,,,,,,运动,0,,
What Are Words,Chris Medina,,,,,,美国,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:57:10.063879013,,,,,,,,爱情,0,,
What Makes You Beautiful,One Direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:29:01.488654017,,,,,,,,爱情,0,,
Wish You Were Here,Pink Floyd,,,"[{""title"":""Pink Floyd - Shine On You Crazy Diamond [ Official Music Video ] HD"",""youtubeID"":""cWGE9Gi0bB0""},{""title"":""Pink Floyd - Wish You Were Here - Pulse Live - HD"",""youtubeID"":""tiF-q2h7tSA""},{""title"":""Pink Floyd - Wish You Were Here \/ Comfortably Numb"",""youtubeID"":""x-RHRJohyY8""}]",,,,,,"[{""title"":""1. Shine On You Crazy Diamond"",""duration"":812},{""title"":""2. Welcome To The Machine"",""duration"":453},{""title"":""3. Have A Cigar"",""duration"":324},{""title"":""4. Wish You Were Here"",""duration"":316},{""title"":""5. Shine On You Crazy Diamond"",""duration"":749}]",,Rock,,,,,,,,,,,磁带,,专辑,,,,,,,,,0,0.000000,,,,,,0,,,,,,,,,,,,722354,,0,,
With The Beatles,The Beatles,,,"[{""title"":""The 8-Bit Beatles - With The Beatles"",""youtubeID"":""R4XzElp92JQ""},{""title"":""The Beatles - All My Loving - Washington Coliseum 1964"",""youtubeID"":""wq5Nt6xX8hU""},{""title"":""The Beatles - The Making Of With The Beatles"",""youtubeID"":""nezTgStZhII""},{""title"":""With The Beatles - The Beatles Full Album Cover Compilation"",""youtubeID"":""EiI42-kz2ug""}]",,,,1963,,"[{""title"":""1. It Won't Be Long"",""duration"":0},{""title"":""2. All I've Got To Do"",""duration"":0},{""title"":""3. All My Loving"",""duration"":0},{""title"":""4. Don't Bother Me"",""duration"":0},{""title"":""5. Little Child"",""duration"":0},{""title"":""6. Till There Was You"",""duration"":0},{""title"":""7. Please Mister Postman"",""duration"":0},{""title"":""8. Roll Over Beethoven"",""duration"":0},{""title"":""9. Hold Me Tight"",""duration"":0},{""title"":""10. You Really Got A Hold On Me"",""duration"":0},{""title"":""11. I Wanna Be Your Man"",""duration"":0},{""title"":""12. Devil In Her Heart"",""duration"":0},{""title"":""13. Not A Second Time"",""duration"":0},{""title"":""14. Money"",""duration"":0}]",,Rock,,,,,"Vocals - John Lennon,Lead Guitar - George Harrison,Vocals - Paul McCartney,Bass - Paul McCartney,Vocals - Ringo Starr,Drums - Ringo Starr,Vocals - George Harrison,Rhythm Guitar - John Lennon",,,,,,,,专辑,,,,,,,,,0,0.000000,,,,,,0,,,,,2017/08/06 18:14:48.618339002,,,,,,,768729,,0,,
Yellow,Coldplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:30:03.120327949,,,,,,,,,0,,
You're Beautiful,James Blunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:28:29.092545986,,,,,,,,爱情,0,,
Young And Beautiful,Lana Del Ray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,2020/01/12 20:49:08.394180059,,,,,,,,爱情,0,,
